IDX,발화자,발화문,카테고리,QA번호,QA여부,감성,인텐트,가격,수량,크기,장소,조직,사람,시간,날짜,상품명,상담번호,상담내순번
114855,s,다음 주 화요일부터 가능하세요.,병원,51406,a,m,수술|입퇴원_예약_질문,,,,,,,,화요일,,51406,2
114856,c,한의원 입원을 주말에 할까 싶은데 예약 가능한가요?,병원,47791,q,m,수술|입퇴원_예약_질문,,,,,,,,,,47791,1
114857,s,"네, 주말도 예약해드리고 잇습니다.",병원,47791,a,m,수술|입퇴원_예약_질문,,,,,,,,,,47791,2
114858,c,이번주 주말에 눈매교정 수술 가능한지 궁금합니다.,병원,26131,q,m,수술|입퇴원_예약_질문,,,,,,,,,눈매교정 수술,26131,1
114859,s,잠시만 기다려주시면 수술 스케쥴 확인해겠습니다.,병원,26131,a,m,수술|입퇴원_예약_질문,,,,,,,,,,26131,2
114860,c,편도선절제술 예약이 가능한 게 언제인가요?,병원,8643,q,m,수술|입퇴원_예약_질문,,,,,,,,,편도선절제술,8643,1
114861,s,편도선절제술은 예약이 가능한 가장 빠른 날이 5월 6일이예요.,병원,8643,a,m,수술|입퇴원_예약_질문,,,,,,,,5월 6일,편도선절제술,8643,2
114862,c,흉터 제거 수술 받으려는데 이번 주 수요일은 예약 못 하나요?,병원,43393,q,m,수술|입퇴원_예약_질문,,,,,,,,수요일,흉터 제거 수술,43393,1
114863,s,"아니요, 이번 주 수요일 4시에 예약하실 수 있습니다.",병원,43393,a,m,수술|입퇴원_예약_질문,,,,,,,4시,수요일,,43393,2
114864,c,최대한 빨리 척추 수술을 해야 하는데 예약할 수 있는 가장 빠른 날짜가 언제죠?,병원,43399,q,m,수술|입퇴원_예약_질문,,,,,,,,,척추 수술,43399,1
114865,s,현재 가장 빠른 척추 수술 예약 날짜는 3월 7일입니다.,병원,43399,a,m,수술|입퇴원_예약_질문,,,,,,,,3월 7일,척추 수술,43399,2
114866,c,지금 바로 확인하고 싶은데 차롯데 선생님 다음 달 초에 수술 가능한 날 있을까요?,병원,44809,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,,,44809,1
114867,s,"네, 다음 달 초에 수술 하실 수 있는 날 있습니다.",병원,44809,a,m,수술|입퇴원_예약_질문,,,,,,,,,,44809,2
114868,c,이번주에 백내장수술 예약했던 걸 다음주로 미룰 수 있나요?,병원,47371,q,m,수술|입퇴원_예약_질문,,,,,,,,,백내장수술,47371,1
114869,s,"네, 다음주 가능한 요일 확인하고 말씀드리겠습니다.",병원,47371,a,m,수술|입퇴원_예약_질문,,,,,,,,,,47371,2
114870,c,사랑니 발치 수술 오늘 바로 예약 가능해요?,병원,6194,q,m,수술|입퇴원_예약_질문,,,,,,,,,사랑니 발치 수술,6194,1
114871,s,"네, 보통 당일 발치 많이들 하세요.",병원,6194,a,m,수술|입퇴원_예약_질문,,,,,,,,,발치,6194,2
114872,c,통증이 심하니 척추 유합술 예약을 빨리하고 싶은데 언제쯤 가능할까요?,병원,58635,q,m,수술|입퇴원_예약_질문,,,,,,,,,척추 유합술,58635,1
114873,s,현재로서 가장 빠른 예약 가능일은 12월 16일입니다.,병원,58635,a,m,수술|입퇴원_예약_질문,,,,,,,,12월 16일,,58635,2
114874,c,"교수님과 상담 후에 척추 유합술을 받기로 했는데, 가장 빠른 일자는 언제입니까?",병원,20135,q,m,수술|입퇴원_예약_질문,,,,,,,,,척추 유합술,20135,1
114875,s,수술 가능한 일자는 12월 16일이 가장 빠르겠네요.,병원,20135,a,m,수술|입퇴원_예약_질문,,,,,,,,12월 16일,,20135,2
114876,c,다음주로 중성화수술 예약할 수 있을까요?,병원,33492,q,m,수술|입퇴원_예약_질문,,,,,,,,,중성화수술,33492,1
114877,s,"네, 다음주 예약하실 수 있습니다.",병원,33492,a,m,수술|입퇴원_예약_질문,,,,,,,,,,33492,2
114878,c,중성화수술 다음주에 예약 가능한 날 있나요?,병원,6043,q,m,수술|입퇴원_예약_질문,,,,,,,,,중성화수술,6043,1
114879,s,다음주 수요일 가능합니다.,병원,6043,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,,6043,2
114880,c,양악수술 예약 가능해요?,병원,42743,q,m,수술|입퇴원_예약_질문,,,,,,,,,양악수술,42743,1
114881,s,"네, 물론 예약 가능해요.",병원,42743,a,m,수술|입퇴원_예약_질문,,,,,,,,,,42743,2
114882,c,#이름# 교수님이 수술 스케줄 잡히면 연락 주신다고 했는데 지금 알 수 있죠?,병원,45721,q,n,수술|입퇴원_예약_질문,,,,,,#이름#,,,,45721,1
114883,s,"예, 교수님 스케줄 확인해보고 하루 빨리 연락드리겠습니다.",병원,45721,a,m,수술|입퇴원_예약_질문,,,,,,,,,,45721,2
114884,c,차롯데 선생님 다음 달 초에 수술 가능한 날 있으면 알려주세요.,병원,22637,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,,,22637,1
114885,s,3일에 수술 가능합니다.,병원,22637,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,22637,2
114886,c,사정이 생기면 강아지 수술 예약 일정을 언제든 변경할 수 있습니까?,병원,59124,q,m,수술|입퇴원_예약_질문,,,,,,,,,,59124,1
114887,s,최대한 빨리 예약 일정을 변경해 주시고 수술 당일 전날까지만 변경이 가능합니다.,병원,59124,a,m,수술|입퇴원_예약_질문,,,,,,,,,,59124,2
114888,c,비염수술과 코 성형 수술 예약은 언제로 하는 게 알맞은가요?,병원,35575,q,m,수술|입퇴원_예약_질문,,,,,,,,,비염수술|코 성형,35575,1
114889,s,"네, 이번달이 적당해서 이번달 안으로 날짜 정해 드립니다.",병원,35575,a,m,수술|입퇴원_예약_질문,,,,,,,,,,35575,2
114890,c,혹시 유방암 수술 예약은 평일만 할 수 있어요?,병원,28522,q,m,수술|입퇴원_예약_질문,,,,,,,,,유방암 수술,28522,1
114891,s,"네, 수술은 공휴일을 제외한 평일만 예약을 받습니다.",병원,28522,a,m,수술|입퇴원_예약_질문,,,,,,,,,,28522,2
114892,c,지방흡입 수술 받고 싶은데 언제가 제일 빨라요?,병원,47467,q,m,수술|입퇴원_예약_질문,,,,,,,,,지방흡입 수술,47467,1
114893,s,다음주 화요일이 가장 빨라요.,병원,47467,a,m,수술|입퇴원_예약_질문,,,,,,,,화요일,,47467,2
114894,c,강아지 슬개골 탈구 수술 날짜 언제 예약할 수 있죠?,병원,30160,q,m,수술|입퇴원_예약_질문,,,,,,,,,슬개골 탈구 수술,30160,1
114895,s,이번주에는 어렵고 다음주 중에 예약 가능합니다.,병원,30160,a,m,수술|입퇴원_예약_질문,,,,,,,,,,30160,2
114896,c,다음 달 초에 차롯데 선생님 수술 가능한 날이 3일 하루밖에 없어요?,병원,44817,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,3일,,44817,1
114897,s,"네, 3일 오직 하루밖에 없습니다.",병원,44817,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,44817,2
114898,c,혹시 다음 주 수요일부터 간이식 수술 예약이 되는지 좀 봐주실래요?,병원,50123,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,50123,1
114899,s,"네, 확인했는데 다음 주 수요일에 바로 간이식 수술 예약 가능하시네요.",병원,50123,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,50123,2
114900,c,9월 8일에 무릎 수술 예약 좀 할 수 있을까요?,병원,22211,q,m,수술|입퇴원_예약_질문,,,,,,,,9월 8일,무릎 수술,22211,1
114901,s,"네, 9월 8일은 수술 예약 가능합니다.",병원,22211,a,m,수술|입퇴원_예약_질문,,,,,,,,9월 8일,,22211,2
114902,c,진통제 복용 시 쌍꺼풀 수술 취소할 수 있나요?,병원,57411,q,m,수술|입퇴원_예약_질문,,,,,,,,,진통제|쌍꺼풀 수술,57411,1
114903,s,"네, 예약을 미루시거나 취소하실 수 있습니다.",병원,57411,a,m,수술|입퇴원_예약_질문,,,,,,,,,,57411,2
114904,c,12월 17일부터 20일까지 1인실로 예약 가능한지 알려주세요.,병원,15822,q,m,수술|입퇴원_예약_질문,,,,,,,,,,15822,1
114905,s,1인실로 예약 가능합니다.,병원,15822,a,m,수술|입퇴원_예약_질문,,,,,,,,,,15822,2
114906,c,내일은 치질 수술 예약이 다 찼나요?,병원,28498,q,m,수술|입퇴원_예약_질문,,,,,,,,,치질 수술,28498,1
114907,s,"네, 내일은 예약이 모두 차서 추가 예약이 안 되네요.",병원,28498,a,m,수술|입퇴원_예약_질문,,,,,,,,,,28498,2
114908,c,아무래도 통증이 심해서 척추 유합술 예약을 빨리 잡으려는데 언제 가능할까요?,병원,58630,q,m,수술|입퇴원_예약_질문,,,,,,,,,척추 유합술,58630,1
114909,s,가장 빠르게 예약하실 수 있는 날짜는 12월 16일이네요.,병원,58630,a,m,수술|입퇴원_예약_질문,,,,,,,,12월 16일,,58630,2
114910,c,다음 달 초에 차롯데 선생님 수술 가능한 날이 3일 하루밖에 없다고 하셨죠?,병원,44820,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,3일,,44820,1
114911,s,"네, 단 하루 3일밖에 없습니다.",병원,44820,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,44820,2
114912,c,혹시 간이식 수술을 받으려면 다음 달에 가능한가요?,병원,50113,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,50113,1
114913,s,"아니에요, 간이식 수술은 바로 다음 주 수요일에 가능하세요.",병원,50113,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,50113,2
114914,c,간암 수술 이번 주에는 예약이 안 되나요?,병원,28512,q,m,수술|입퇴원_예약_질문,,,,,,,,,간암 수술,28512,1
114915,s,"네, 이번 주는 예약이 다 차서 다음 주부터 예약이 가능해요.",병원,28512,a,m,수술|입퇴원_예약_질문,,,,,,,,,,28512,2
114916,c,지방흡입 수술 가능한 제일 빠른 날짜가 언제에요?,병원,11687,q,m,수술|입퇴원_예약_질문,,,,,,,,,지방흡입 수술,11687,1
114917,s,다음주 화요일입니다.,병원,11687,a,m,수술|입퇴원_예약_질문,,,,,,,,화요일,,11687,2
114918,c,"편도선절제술로 진료를 받았는데, 언제부터 예약 가능하죠?",병원,53932,q,m,수술|입퇴원_예약_질문,,,,,,,,,편도선절제술,53932,1
114919,s,다음 달 말부터 편도선절제술은 예약이 가능하세요.,병원,53932,a,m,수술|입퇴원_예약_질문,,,,,,,,,편도선절제술,53932,2
114920,c,차롯데 선생님 다음 달 초에 수술 가능한 날이 3일 하루밖에 없는 거예요?,병원,22645,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,3일,,22645,1
114921,s,"네, 3일밖에 없어요.",병원,22645,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,22645,2
114922,c,혹시 치질수술 날짜를 조금 미루는 것도 가능한가요?,병원,42178,q,m,수술|입퇴원_예약_질문,,,,,,,,,치질수술,42178,1
114923,s,"네, 며칠 미루는 건 가능합니다.",병원,42178,a,m,수술|입퇴원_예약_질문,,,,,,,,,,42178,2
114924,c,지금 바로 확인하고 싶은데 차롯데 선생님 다음 달 초에 수술 가능한 날 있나요?,병원,44808,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,,,44808,1
114925,s,"다음 달 초라면, 3일에 수술 가능합니다.",병원,44808,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,44808,2
114926,c,이번에 간이식 수술 예약을 좀 잡으려고 하는데 제일 빠른 날짜가 언제죠?,병원,50110,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,50110,1
114927,s,지금 많이 밀려서 간이식 수술을 아무리 빨리 예약해도 다음 주 수요일부터예요.,병원,50110,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,50110,2
114928,c,제일 빠른 날에 라식 수술을 받고 싶은데 이번 주에 가능할까요?,병원,49545,q,m,수술|입퇴원_예약_질문,,,,,,,,,라식 수술,49545,1
114929,s,"아니요, 이번 주는 전부 차서 라식 수술 예약이 어려우세요.",병원,49545,a,m,수술|입퇴원_예약_질문,,,,,,,,,라식 수술,49545,2
114930,c,간이식 수술 날짜를 예약하고 싶은데 다음 주에 언제가 가능해요?,병원,14333,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,14333,1
114931,s,간이식 수술의 경우 다음 주 수요일에 가능해요.,병원,14333,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,14333,2
114932,c,디스크수술 최대한 빠른 날짜로 예약 되나요?,병원,27345,q,m,수술|입퇴원_예약_질문,,,,,,,,,디스크수술,27345,1
114933,s,다음주 평일 가능합니다.,병원,27345,a,m,수술|입퇴원_예약_질문,,,,,,,,,,27345,2
114934,c,디스크 수술 대표 원장님께 받고 싶어요. 혹시 다음 주 언제쯤 가능할까요?,병원,51413,q,m,수술|입퇴원_예약_질문,,,,,,,,,디스크 수술,51413,1
114935,s,대표 원장님 수술은 다음 주 화요일에 받으실 수 있어요.,병원,51413,a,m,수술|입퇴원_예약_질문,,,,,,,,화요일,,51413,2
114936,c,이번주에 치질수술 예약 잡혀있는데 혹시 며칠 미룰 수 있을까요?,병원,27207,q,m,수술|입퇴원_예약_질문,,,,,,,,,치질수술,27207,1
114937,s,"네, 원하시는 날 만큼 미뤄드릴게요.",병원,27207,a,m,수술|입퇴원_예약_질문,,,,,,,,,,27207,2
114938,c,포경수술 제일 빠른 날짜로 예약을 잡고 싶은데 언제가 가장 빠른가요?,병원,47518,q,m,수술|입퇴원_예약_질문,,,,,,,,,포경수술,47518,1
114939,s,오늘 바로 수술하실 수도 있어요.,병원,47518,a,m,수술|입퇴원_예약_질문,,,,,,,,,,47518,2
114940,c,12월 17일부터 20일까지 1인실로 예약 가능한 거 맞을까요?,병원,15827,q,m,수술|입퇴원_예약_질문,,,,,,,,,,15827,1
114941,s,"네, 1인실로 예약 가능하신 거 맞아요.",병원,15827,a,m,수술|입퇴원_예약_질문,,,,,,,,,,15827,2
114942,c,다음 주는 철심 제거 수술 예약 할 수 있어요?,병원,28506,q,m,수술|입퇴원_예약_질문,,,,,,,,,철심 제거 수술,28506,1
114943,s,"네, 다음 주는 월요일, 수요일에 예약 가능합니다.",병원,28506,a,m,수술|입퇴원_예약_질문,,,,,,,,월요일| 수요일,,28506,2
114944,c,차롯데 선생님 다음 달 3일만 수술 가능한 날인건가요?,병원,44827,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,3일,,44827,1
114945,s,"네, 다음 달 초에는 3일 단 하루만 수술 가능합니다.",병원,44827,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,44827,2
114946,c,심장사상충 입원치료 오늘 바로 예약 가능해요?,병원,19698,q,m,수술|입퇴원_예약_질문,,,,,,,,,심장사상충 입원치료,19698,1
114947,s,"네, 오늘 바로 가능해요.",병원,19698,a,m,수술|입퇴원_예약_질문,,,,,,,,,,19698,2
114948,c,수술 하고 입원할 예정인데 먼저 예약을 걸어놔야 하나요?,병원,54047,q,m,수술|입퇴원_예약_질문,,,,,,,,,,54047,1
114949,s,"네, 예약 먼저 하셔야 합니다. ",병원,54047,a,m,수술|입퇴원_예약_질문,,,,,,,,,,54047,2
114950,c,다음 주 수요일에 간이식 수술 예약 가능한가요?,병원,50122,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,50122,1
114951,s,"네, 가능합니다. 다음 주 수요일로 간이식 수술 예약 해드릴게요.",병원,50122,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,50122,2
114952,c,"포경수술 가능하면 제일 빠른 날짜로 받고싶은데, 언제 될까요?",병원,11743,q,m,수술|입퇴원_예약_질문,,,,,,,,,포경수술,11743,1
114953,s,당일 바로 수술 가능합니다.,병원,11743,a,m,수술|입퇴원_예약_질문,,,,,,,,,,11743,2
114954,c,수술은 바로 예약할 수 있는 건가요?,병원,11178,q,m,수술|입퇴원_예약_질문,,,,,,,,,,11178,1
114955,s,일단 외래 진료 예약을 하시고 진료 받은 후에 수술과 검사 날짜를 잡습니다.,병원,11178,a,m,수술|입퇴원_예약_질문,,,,,,,,,,11178,2
114956,c,혹시 간이식 수술 이번 주에 예약 될까요?,병원,50108,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,50108,1
114957,s,"아니요, 간이식 수술은 다음 주 수요일부터 가능하세요.",병원,50108,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,50108,2
114958,c,차롯데 선생님께 받고 싶은데 다음 달 초에 수술 가능한 날이 언제인가요?,병원,44801,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,,,44801,1
114959,s,가능한 날은 3일입니다.,병원,44801,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,44801,2
114960,c,혹시 7월 4일은 치질 수술 예약이 가능합니까?,병원,44396,q,m,수술|입퇴원_예약_질문,,,,,,,,7월 4일,치질 수술,44396,1
114961,s,"네, 확인해 보니 다행히 7월 4일 수술 예약 가능하네요.",병원,44396,a,m,수술|입퇴원_예약_질문,,,,,,,,7월 4일,,44396,2
114962,c,치질수술 다음 주에 받고 싶은데 가능할까요?,병원,42175,q,m,수술|입퇴원_예약_질문,,,,,,,,,치질수술,42175,1
114963,s,"네, 다음 주 월요일로 예약해 드릴게요.",병원,42175,a,m,수술|입퇴원_예약_질문,,,,,,,,월요일,,42175,2
114964,c,임플란트 내일 받기로 했는데 사정이 생겨서 좀 미룰 수 있을까요?,병원,19542,q,m,수술|입퇴원_예약_질문,,,,,,,,,임플란트,19542,1
114965,s,"네, 원하시는 날짜 말씀해주시면 그 때로 잡아드릴게요.",병원,19542,a,m,수술|입퇴원_예약_질문,,,,,,,,,,19542,2
114966,c,간암 수술 이번 주에는 예약이 어렵나요?,병원,43427,q,m,수술|입퇴원_예약_질문,,,,,,,,,간암 수술,43427,1
114967,s,"네, 이번 주는 이미 예약이 다 차 있어서 다음 주부터 예약이 가능해요.",병원,43427,a,m,수술|입퇴원_예약_질문,,,,,,,,,,43427,2
114968,c,이번 주 주말에 눈매교정 수술 받을 수 있는지 궁금해요.,병원,32821,q,m,수술|입퇴원_예약_질문,,,,,,,,,눈매교정 수술,32821,1
114969,s,"죄송하지만, 이번 주 주말은 가능한 시간대가 없습니다.",병원,32821,a,m,수술|입퇴원_예약_질문,,,,,,,,,,32821,2
114970,c,심장사상충 입원치료 날짜 좀 앞당기는 거 가능할까요?,병원,58200,q,m,수술|입퇴원_예약_질문,,,,,,,,,심장사상충 입원치료,58200,1
114971,s,"네, 치료 원하시는 날짜로 앞당겨 드릴게요.",병원,58200,a,m,수술|입퇴원_예약_질문,,,,,,,,,,58200,2
114972,c,오늘 바로 사랑니 발치 수술 예약할 수 있나요?,병원,33635,q,m,수술|입퇴원_예약_질문,,,,,,,,,사랑니 발치 수술,33635,1
114973,s,"네, 당일 발치도 받으실 수 있습니다.",병원,33635,a,m,수술|입퇴원_예약_질문,,,,,,,,,발치,33635,2
114974,c,포경수술 예약하려고 하는데 언제 수술 되나요?,병원,11740,q,m,수술|입퇴원_예약_질문,,,,,,,,,포경수술,11740,1
114975,s,오늘 바로 수술 가능합니다.,병원,11740,a,m,수술|입퇴원_예약_질문,,,,,,,,,,11740,2
114976,c,심장사상충 입원치료 오늘 바로 예약 도와주실 수 있나요?,병원,58194,q,m,수술|입퇴원_예약_질문,,,,,,,,,심장사상충 입원치료,58194,1
114977,s,"네, 오늘 바로 입원해서 치료 들어갈 수 있어요.",병원,58194,a,m,수술|입퇴원_예약_질문,,,,,,,,,,58194,2
114978,c,12월 17일부터 20일까지 1인실로 예약 괜찮은 거 맞죠?,병원,35120,q,m,수술|입퇴원_예약_질문,,,,,,,,,,35120,1
114979,s,"네, 해당 기간부터 1인실로 예약 되는 거 맞아요.",병원,35120,a,m,수술|입퇴원_예약_질문,,,,,,,,,,35120,2
114980,c,다음주에 사랑니 발치 수술 하는거로 예약하려고 하는데요.,병원,33640,q,m,수술|입퇴원_예약_질문,,,,,,,,,사랑니 발치 수술,33640,1
114981,s,"네, 다음주로 예약 넣어드릴게요.",병원,33640,a,m,수술|입퇴원_예약_질문,,,,,,,,,,33640,2
114982,c,5월 19일에 폐암 수술 예약 되는 지 확인 좀 해주실래요?,병원,22220,q,m,수술|입퇴원_예약_질문,,,,,,,,5월 19일,폐암 수술,22220,1
114983,s,5월 19일 오전 11시만 예약이 가능하네요.,병원,22220,a,m,수술|입퇴원_예약_질문,,,,,,,11시,5월 19일,,22220,2
114984,c,차롯데 선생님 다음 달 초에 수술 가능한 날이 3일밖에 없는 건가요?,병원,22654,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,3일,,22654,1
114985,s,"네, 다음 달 초에는 3일만 수술 가능합니다.",병원,22654,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,22654,2
114986,c,수술받는 날 변경하고 싶은데 언제까지 연락드려야 해요?,병원,45437,q,m,수술|입퇴원_예약_질문,,,,,,,,,,45437,1
114987,s,되도록 빨리 주실수록 좋아요.,병원,45437,a,m,수술|입퇴원_예약_질문,,,,,,,,,,45437,2
114988,c,라식 수술 날짜 이번 주 중으로 예약할 수 있다고요?,병원,13753,q,m,수술|입퇴원_예약_질문,,,,,,,,,라식 수술,13753,1
114989,s,"네, 라식 수술 날짜를 이번 주 중으로 예약할 수 있어요.",병원,13753,a,m,수술|입퇴원_예약_질문,,,,,,,,,라식 수술,13753,2
114990,c,빨리 수술 받고 싶은데 차롯데 선생님 다음 달 초에 수술 가능한 날 있으면 알려주시겠어요?,병원,44811,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,,,44811,1
114991,s,"네, 수술 하실 수 있는 날 확인 후 말씀해드릴게요.",병원,44811,a,m,수술|입퇴원_예약_질문,,,,,,,,,,44811,2
114992,c,사랑니 발치 수술 오늘 바로 예약할 수 있나요?,병원,6193,q,m,수술|입퇴원_예약_질문,,,,,,,,,사랑니 발치 수술,6193,1
114993,s,"네, 당일 발치도 가능합니다.",병원,6193,a,m,수술|입퇴원_예약_질문,,,,,,,,,발치,6193,2
114994,c,다음 달 초에 차롯데 선생님 수술 가능한 날이 3일 말곤 없나요?,병원,44823,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,3일,,44823,1
114995,s,"그렇습니다, 3일 이외엔 수술 가능한 날이 없습니다.",병원,44823,a,m,수술|입퇴원_예약_질문,,,,,,,,3일,,44823,2
114996,c,라식 수술 날짜 이번 주 중으로 예약할 수 있지 않아요?,병원,13773,q,m,수술|입퇴원_예약_질문,,,,,,,,,라식 수술,13773,1
114997,s,"아니오, 라식 수술 날짜를 이번 주 중으로 예약할 수 없습니다.",병원,13773,a,m,수술|입퇴원_예약_질문,,,,,,,,,라식 수술,13773,2
114998,c,"편도선절제술로 진료를 받았는데, 예약 가능한 게 언제부터죠?",병원,8635,q,m,수술|입퇴원_예약_질문,,,,,,,,,편도선절제술,8635,1
114999,s,편도선절제술은 다음 달 말부터 예약이 가능하세요.,병원,8635,a,m,수술|입퇴원_예약_질문,,,,,,,,,편도선절제술,8635,2
115000,c,척추 유합술 예약을 하고 싶은데 가장 빠른 날짜는 몇 월 며칠입니까?,병원,58637,q,m,수술|입퇴원_예약_질문,,,,,,,,,척추 유합술,58637,1
115001,s,빨라야 한 달 뒤에나 가능하신데 조회해 보니 우선 12월 16일이 가능한 걸로 나오네요.,병원,58637,a,m,수술|입퇴원_예약_질문,,,,,,,,12월 16일,,58637,2
115002,c,임플란트 제일 빨리 예약 가능한 날짜가 언제에요?,병원,19544,q,m,수술|입퇴원_예약_질문,,,,,,,,,임플란트,19544,1
115003,s,다음주에 가능합니다.,병원,19544,a,m,수술|입퇴원_예약_질문,,,,,,,,,,19544,2
115004,c,백내장수술을 평일에 하고 싶은데 가능할까요?,병원,47370,q,m,수술|입퇴원_예약_질문,,,,,,,,,백내장수술,47370,1
115005,s,"네, 날짜 확인하고 알려드리겠습니다.",병원,47370,a,m,수술|입퇴원_예약_질문,,,,,,,,,,47370,2
115006,c,다음 주 제일 빠른 날에 간이식 수술 예약하고 싶은데 언젠지 좀 봐주세요.,병원,50117,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,50117,1
115007,s,"네, 간이식 수술은 다음 주 수요일에 바로 가능하세요.",병원,50117,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,50117,2
115008,c,내일 디스크수술 받을 예정인데 며칠만 미룰 수 있나요?,병원,42305,q,m,수술|입퇴원_예약_질문,,,,,,,,,디스크수술,42305,1
115009,s,"네, 원하시는 날로 변경해 드리겠습니다.",병원,42305,a,m,수술|입퇴원_예약_질문,,,,,,,,,,42305,2
115010,c,이번 주 주말에 눈매교정 수술 받을 수 있는지 알려주시겠어요?,병원,32824,q,m,수술|입퇴원_예약_질문,,,,,,,,,눈매교정 수술,32824,1
115011,s,"죄송하지만, 이번 달까지는 수술이 불가해요.",병원,32824,a,m,수술|입퇴원_예약_질문,,,,,,,,,,32824,2
115012,c,12월 17일부터 20일까지 1인실로 예약 도와 주실 수 있는 거 맞나요?,병원,35121,q,m,수술|입퇴원_예약_질문,,,,,,,,,,35121,1
115013,s,"네, 1인실로 예약 도와드릴 수 있는 거 맞습니다.",병원,35121,a,m,수술|입퇴원_예약_질문,,,,,,,,,,35121,2
115014,c,몸 컨디션이 안좋아져서 그런데 사랑니 발치 수술 며칠 미룰 수 있을까요?,병원,6200,q,m,수술|입퇴원_예약_질문,,,,,,,,,사랑니 발치 수술,6200,1
115015,s,"네, 원하시는 날짜로 미뤄드릴게요.",병원,6200,a,m,수술|입퇴원_예약_질문,,,,,,,,,,6200,2
115016,c,다음 주에 간이식 수술을 받으려고 하는데 무슨 요일에 가능한가요?,병원,14342,q,m,수술|입퇴원_예약_질문,,,,,,,,,간이식 수술,14342,1
115017,s,간이식 수술은 다음 주 수요일 즈음에 가능해요.,병원,14342,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,간이식 수술,14342,2
115018,c,내일 중성화 수술 예약했는데 날짜 변경 가능할까요?,병원,25648,q,m,수술|입퇴원_예약_질문,,,,,,,,,중성화 수술,25648,1
115019,s,"네, 날짜 변경 가능합니다.",병원,25648,a,m,수술|입퇴원_예약_질문,,,,,,,,,,25648,2
115020,c,수술 예약하려고 하는데 차롯데 선생님한테 수술받는 건 다음 달 초에 가능해요?,병원,44803,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,,,44803,1
115021,s,"그렇습니다, 다음 달 초에 수술 가능합니다.",병원,44803,a,m,수술|입퇴원_예약_질문,,,,,,,,,,44803,2
115022,c,쌍꺼풀 수술 다음달에 예약해도 돼요?,병원,31194,q,m,수술|입퇴원_예약_질문,,,,,,,,,쌍꺼풀 수술,31194,1
115023,s,다음달 둘째 주가 예약 시간에 여유가 있습니다.,병원,31194,a,m,수술|입퇴원_예약_질문,,,,,,,,,,31194,2
115024,c,차롯데 선생님 다음 달 초에 수술 가능한 날 있으면 알려주실래요?,병원,22639,q,m,수술|입퇴원_예약_질문,,,,,,차롯데,,,,22639,1
115025,s,"네, 수술 가능한 날 확인 후 말씀드리겠습니다.",병원,22639,a,m,수술|입퇴원_예약_질문,,,,,,,,,,22639,2
115026,c,오늘 강아지 진료 보고 수술 필요하면 바로 수술 날짜 예약 가능한가요?,병원,30061,q,m,수술|입퇴원_예약_질문,,,,,,,,,,30061,1
115027,s,"네, 바로 수술 날짜 예약 가능합니다.",병원,30061,a,m,수술|입퇴원_예약_질문,,,,,,,,,,30061,2
115028,c,고양이 중성화수술 하려고 하는데 언제쯤 가능할까요?,병원,1145,q,m,수술|입퇴원_예약_질문,,,,,,,,,중성화수술,1145,1
115029,s,다음 주 수요일에 수술 시간 잡을 수 있을 것 같아요.,병원,1145,a,m,수술|입퇴원_예약_질문,,,,,,,,수요일,,1145,2
